location,lat,lon,entry,ratingDate,rating,sentiment,reviewertitel
Aberdeen,???,???,"
Some reviews on this site imply that ascending Etna from the south is complicated. It isn't, if you're reasonably fit and prepared to walk. It also costs nothing apart from a small fee to park the car. From Refugio Sapienza, you can walk up beneath the cable car route to the cable car top station. The footpath is well-marked though a bit slippy on the gravel in places, but there is also another relatively smooth, longer, zig-zag vehicle track. It took us around 1hr 20min to ascend this section to the cable car station. Alternatively you can pay 28 euros to cover the same in 10 minutes. There is a cafe and shop here. The next stage is to walk to the highest permissible place nearest the summit - pretty much the same location as where the 4WD buses take you to. Walking there is easy, on either clear tracks or a wide smooth zig-zag road, and takes around 1.5 hours. So in total, around 3 hours to the end point, at 2,920m and around 1km from the top of the mountain. You are legally not allowed to go further and enter the prohibited danger zone. You can see the edge of the south-east crater (from below), which smokes constantly and there is a phenomenal view all round. You can even buy drinks, snacks and souvenirs too (the buses turn round here)! If you don't want to walk this second stage, the 4WD buses depart frequently from the cable car top station. I believe the combined price for cable car and bus is around 60 euros per person, return. So if you walk, you save 60 euros, but it takes 3 hrs up and then around 1-1.5hrs down. Allow 6 hours for the round trip including time at the top. The view of the smoking summit and sulphur deposits is fantastic, the black volcanic landscape is superb. Take care if the weather is cold, cloudy, windy or wet though, as the experience could become much more difficult! In clear weather it is brilliant, and very straightforward. Go for it!
","Reviewed October 25, 2012
",5.0,0.140152391975,no status
Oslo,???,???,"
We (me and my 17 &amp; 19 year old sons) took the long trip with Gruppo Guide Alpine Etna Sud. It starts with the cable car, then with terrain buses, and then a long walk. We came within a mile from the most recently active craters. But they tower above you, you cannot look down into them.<br /><br />Apparently, this is dangerous, and there were signs that forbade you moving closer. It was still slightly disappointing not to see floating lava :)<br /><br />We still crossed a reasonably fresh lava flow (from April 2012) where smoke seeped out between the stones and you could feel the heat underneath.<br /><br />On the way down, we ran through dunes of brimstone dust, which was great fun. But the dust pervades everything, so remember not to wear anything that doesn't wash.<br /><br />It is beautiful on Mount Etna. We went during the heatwave in early August 2012, and it was a relief to be in 15-20 degrees. The guide was very informative, helpful and spirited. <br /><br />There is no fee to enter Mount Etna, but in practice, you would use either the cable car or the terrain buses or both. You would also probably go with a guided group, as we did.
","Reviewed October 24, 2012
",4.0,0.112091503268,Top Contributor
"Guernsey, United Kingdom",49.4481982,-2.58949,"
The tallest active volcano in Europe! 25 miles across! the lava fields are enormous. Take warm clothing and possibly gloves - trainers or hiking boots important. Be careful if you have any respiratory problems as the oxygen level is lower. An incredible view even from the base of the cable cars. You can go into the remains of a recent volcano here last eruption 1986. Good shops and restaurants and a chance to go to the summit, but costs a lot - about €50. I would visit again and go to the top.
","Reviewed October 23, 2012
",5.0,0.176515151515,Senior Contributor
"Ottawa, Canada",45.4215296,-75.6971931,"
It was a great hike up and the views were fanstastic - a unique experience. You have to be fit to do the steep climb but there is a longer, more gentle approach too. Wear old shoes and bring a jacket. The lava is dusty and the mountain is windy. The souvenir shops at Etna are very overpriced compared with town stores, but an old fellow outside sold us some obsidian inexpensively.
","Reviewed October 23, 2012
",5.0,0.2275,Contributor
,???,???,"
Dont bother to pack special shoes and socks for this, the guides will probably just think your gear is not good enough and give you rentals. Rentals are included in the price of the tour. Make sure your shoes fit bc you get these tiny rocks in your shoes and they cut into your feet. Bring a fleece but if its a sunny day, you shouldnt need much else. Be ware, the guide kinda makes you run (i'm not kidding, like run down a steep mountain in ankle high volcanic ash/rocks) down the mountain.YOU NEED SOMETHING TO COVER YOUR NOSE/MOUTH. You should also wear long pants that go over your shoes.<br /><br />Buy food at the restaurant at the base of the mountain. You will stop for a lunch break at the top.
","Reviewed October 22, 2012
",5.0,0.115848595849,Contributor
Atlanta,???,???,"
Bring ahh...... LIKE TONS OF EXTRA CLOTHES BECAUSE even though it is 70 in the city, it is ice cold on the mountain and you eat lots of Rocks! But Very Pretty
","Reviewed October 21, 2012
",3.0,-0.141666666667,Senior Reviewer
"Fredensborg, Denmark",55.974684,12.405835,"
Just back from a long day at Etna Sud...<br />We arrived in Southern Sicily Yesterday (20 Oct 2012) with no plans on what to do on Etna, but just to go as high as possible. We drove to Etna Sud (Refugio Sapienza) and arrived at 10 am. walked up to the &quot;Excursion Area&quot; close to the cable car, to find out what was possible for a family of four - two kids of 9 and 7. We spoke to Etnaguides.com in their wodden house, and were told that there was a 4 hour trek - leaving at 10:30 - 65Euro/person. At first they a bit reluctant to have us on the tour, given the age of of our kids. But after telling them, that the kids had climbed Stromboli two days earlier - we were allowed to join the trip. <br />The trek was long, exhausting, informative and a great experience. Cable car up, 4WD Mini bus to 2800m, and then started the trekking. We were of the impression that the trip was a total of 4 hours, but it was the trekking part. Which resulted in being slightly too much for our 7 years old daugther, so after three hours, she ended taken the cable car down with her mom. Our 9 years old son nejoyned the entire trek.<br />The guide (•Gianbattista ) was very informative about the geology and the history of the volcano. The trek was putting it to the limit for a familiy with two kids below 10y. But a great experience - and a proud son the rest of the day.<br /><br />Why not Excellent: <br />No visa card payment for trek<br />A bit more info of the length of the trek would have been fine
","Reviewed October 21, 2012
",4.0,0.22595959596,no status
"London, United Kingdom",51.5112139,-0.1198244,"
The landscape is amazing and I would recommend walking from the top of the cable car. The whole place looks like a moonscape. <br /><br />As with many tourist locations, the food is terrible, so I would recommend bringing your own. Also bring substantial shoes.
","Reviewed October 21, 2012
",5.0,0.233333333333,Senior Reviewer
"Ennis, Ireland",52.8474255,-8.9887384,"
took the legendary Sicily tour &amp; Eddy was a marvellous guide, an amazing day, very informative &amp; also took in the Alcantara gorge, well worth the cost.
","Reviewed October 18, 2012
",5.0,0.525,Senior Contributor
RI,41.5800945,-71.4774291,"
We used Share a Shore Excursion - Italy for all of our excursions in Italy. They were FABULOUS to work with. They allowed me to &quot;create a group&quot; so that up to 8 people could join this semi private tour. The company was very responsive with any questions we had or any changes that were made. They don't ask for Euro until you have completed your tour!<br /><br />Our driver in Messina, Luca was very good and helped us to know what we were seeing and helped us to enjoy ourselves even more than I would have imagined. He accommodated all of our requests and was very kind and attentive to us.<br /><br />I highly recommend this company for all of your excursions in Italy. We used them in all 4 Italian ports on our cruise. They also pick people up at their hotel - so it is not just for cruisers!
","Reviewed October 18, 2012
",5.0,0.424444444444,Reviewer
